name;presentation;année de création;Chiffre d’affaires;Collaborateurs;siége;Activité;website;twitter;facebook;linkedin;skills 
MGI Consultants;"MGI Consultants (320 personnes) est une ESN créée depuis 30 ans et présente à Paris, Toulouse et Genève.  

MGI Consultants est une société de conseil et d'expertise spécialisée dans la Gestion des Infrastructures Informatiques.

Dans ce cadre, notre offre de services se décline sous la forme de prestations en Assistance Technique, Projet au Forfait, Infogérance et Centres de Services.

=>  les domaines sur lesquels nous proposons d'accompagner nos clients sont les suivants :  

- Audit, conseil et expertise : Ingénierie systèmes (Unix, Linux, Windows, Citrix, ...) / Intégration systèmes, Virtualisation, gestion de projet MOE / MOA, gestion de projet d'Infrastructures,

- Exploitation / Production / MCO : Ingénierie, administration, stockage, sauvegarde, supervision, maintien en condition opérationnelle dans le respect des bonnes pratiques d’ITIL, support niveaux 2 et 3, 

- Conseil, expertise et support Poste de travail : Intégration d'applications, packaging applicatif, gestion des évolutions, migration de parc (Etude, Ingénierie fonctionnelle et technique, Déploiement), gestion de parc, support de niveau 1, support de proximité, support VIP,
 
- Qualité opérationnelle : Plan d'Assurance Qualité / Plan de Maîtrise des Risques / Plan De Réversibilité / Plan Qualité Projet, Méthode Agile KanBan,

- Continuité de service : Plan de Continuité d'Activité / Plan de Reprise d'Activité.";;;250 - 999;Paris, France;ESN;https://mgi-recrute.fr/;;;https://www.linkedin.com/company/mgi-consultants/a;Base de données, Pilotage, Exchange, infrastructure, architecture, Informatique, Gestion de projets, Azure, API, server, Management, ansible, Cloud, DevOps, Scrum, active directory, AWS, Docker, Hadoop, Microsoft Exchange Server, Windows Server, AWS Cloud
Pimer Consulting;"Nous sommes une entreprise de services du numérique (ESN), crée en 2013, accompagnant nos clients en sélectionnant les meilleurs talents du numérique pour accompagner vos projets. 
Nous sommes guidés par l’excellence et l’expertise de nos consultants. Nous avons la conviction que la technologie mise au service de l'humain permet d'améliorer notre quotidien. 
Primer Consulting est orientée sur 3 axes: le Low Coding, les Nouvelles Technologies & la Cybersécurité";2013;;< 20;Montrouge, Île-de-France;Cabinet de conseil;https://www.primer-consulting.com/;;;;
FAO CONSULTING;"FAO Consulting est un cabinet de conseil en Ingénierie informatique spécialisé en Assistance à Maitrise d’Œuvre, Assistance à Maitrise d’Ouvrage et Assistance opérationnelle.
FAO Consulting a été créée en Mars 2014 et compte aujourd’hui plus de 70 Consultants.
Nous proposons à nos clients des ressources possédant des compétences qui correspondent principalement aux critères suivants :
Maitrise de l’environnement technique,
Maitrise de l’environnement fonctionnel,
Autonomie et aisance relationnelle afin de bien s’intégrer dans les équipes.

Nos consultants interviennent en Assistance Technique sous la responsabilité du client, en Assistance Technique Groupée ou sur des missions au Forfait.

Nous assurons le suivi régulier de nos prestations afin d’évaluer la qualité et d’améliorer les performances de nos interventions. ";2014;;20 - 99;Levallois-Perret, Île-de-France;ESN;https://www.fao-consulting.com;;;;
METALINE;"Infogérance support aux utilisateurs :
Assistance helpdesk, Assistance transfert, gestes de proximité, gestion de salles, intendance informatique, relocalisation informatique, transfert Serveurs et Data Center, Helpdesk, Gestion des postes de travail, Gestion de votre parc informatique
Infogérance infrastructure :
Audit avec rapport technique et conseils d'évolution, Supervision : télésurveillance informatique, Support technique N1 à 3, Administrateurs, experts, Sécurités antispam et antivirus de messagerie antivirus postes et serveurs, sauvegardes, sécurisée des données, Microsoft Office 365 certifié sur la solution";;;250 - 999;Nanterre, Île-de-France;ESN;https://www.hotline.fr;;;;
cba sourcing/eurogenia;"Nous sommes une structure suisse basée à Genève, nous proposons à nos clients des solutions de staffing (délégation de personnel, placement permanent et pré-embauche) spécialisées en Technologies de l'Information, des Télécommunications et disciplines associées. 

Nous accompagnons nos clients en Suisse, France, BeLux et au-delà pour les satisfaire dans leurs recherches de ressources spécialisées. Nos focus technologiques en termes de delivery sont les ERP/BI/CRM/GED/SIRH/SIG, les infrastructures, les télécommunications, le digital & l’informatique embarquée/IoT.

Et les métiers couverts incluent les profils support, les développeurs jusqu’aux ingénieurs sécurité en passant par les chefs de projets/business analystes, les formateurs, les IT sales et les directeurs de département informatique.
Enfin, les secteurs d’activité que nous servons sont principalement la Banque-Assurance, le Négoce de matières premières, l’Industrie, le BTP, l’Édition de logiciels, E-Commerce…";2014;;< 20;Plan-les-Ouates, Genève, Suisse;Cabinet de recrutement / placement;https://www.cba-sourcing.;;;;
UMANTIC;"Quodagis est une ESN spécialisée dans le support aux infrastructures des entreprises: télécom, système et réseaux, management  du parc IT, sécurité, infogérance. 
Elle est composée de 3 structures:

- EODesk: Centre de Service Desk situé à Aurillac qui permet de proposer un excellent service à des prix attractifs.
- Umantic: Assistance technique spécialisée en chef de projets pour des sujets infra.
- It-Tude : Intégrateurs de solution ITSM et partenaire privilégié de l'éditeur BMC.";2013;;20 - 99;Paris, France;ESN;http://www.quodagis.fr;;;;
Ukeyconsulting;;;;< 20;Paris, France;Cabinet de conseil;;;;;
SYD CONSEIL MANAGEMENT;"SYD accompagne votre transformation continue et vous permet de prendre l’ampleur qui est la vôtre. Donnons du sens à vos initiatives digitales, embarquons chacun à vos côtés. Nos métiers : 💡 Conseil - Pilotage - Organisation - Agilité - Infrastructure & sécurité ⚙️Intégration de solutions - Microsoft Dynamics (ERP D365 Finances et Opérations, CRM Microsoft Sales/Marketing/Field Services, PowerBI et les solutions Salesforce : Sales, Marketing, customer service.... - Solution de Gestion des interactions clients (Kiamo, speakylink...) - Développement applicatif (Projets clé en main , mise à disposition de ressources, centre de service dédié) 👁️‍🗨️ Communication - Grâce à notre studio de Motion Design Blackmeal SYD c'est avant tout une culture du « Care » placée au cœur de nos relations clients/ partenaires/ collaborateurs et basée sur : • Nos Valeurs : Intégrité, Respect et Solidarité définies par les collaborateurs et terrain de jeu du Vivre Ensemble • 8 dimensions du Bien-Être directement associées au Management et à la Vision Partagée de l’Entreprise • Une Entreprise Libérée ou chaque collaborateur se sent légitime pour engager l’Entreprise dans l’intérêt de ses Clients. • La Fondation SYD à qui le Groupe verse 10% de ses résultats et qui permet de financer des projets des collaborateurs dans le domaine Social, Sociétal ou Environnemental Nous sommes constamment en train de recruter de nouvelles pépites pour nous accompagner dans nos folles aventures !

Chez nous, tu peux venir comme tu es ! Nous recherchons simplement des personnes qui partagent nos valeurs (Respect, Solidarité et Intégrité) car nous accordons autant d’importance au savoir être qu’au savoir-faire. Et des personnes autonomes car chez SYD il n’y a pas de petit chef, chacun gère son périmètre et travaille sur un même pied d’égalité. Ce qui fera la différence pour que tu rejoignes l’aventure ? Ton énergie, ton talent et tes savoir-faire inédits (et oui, champion de babyfoot en 2012, ou mordu de pelote basque, ce sont bien des savoir-faire inédits) !";;;250 - 999;Saint-Herblain, Pays de la Loire;Cabinet de conseil;https://www.syd.fr/;;;https://www.linkedin.com/company/groupe-syd/mycomp;
Amiltone;"Forte d'une expérience reconnue par nos clients, Amiltone est une société de conseil organisée autour de 3 domaines d'activités : 
- L'ingénierie Industrielle 
- Les systèmes d'information & réseau 
- Le management de projet innovant 

Amiltone accompagne ses clients dans leurs quêtes d’innovation et de productivité. 

Notre engagement : être à l’écoute de nos clients, pour comprendre parfaitement leurs problématiques et leur proposer des offres adaptées, des solutions innovantes.";2011;;20 - 99;Villeurbanne, Auvergne-Rhône-Alpes;Cabinet de conseil;http://www.amiltone.com;;;;
Ositel France;"Ositel est une société de service spécialisée dans l’ingénierie et le conseil en nouvelles technologies (NTIC)

Ositel accompagne ses clients pour la modernisation des réseaux Telecom et la transformation digitale des systèmes d’information

Conjuguant une double expertise technologique et métier, Ositel propose à ses clients un accompagnement privilégié pour la réalisation des prestations d’ingénierie et de maîtrise d’ouvrage ou d’œuvre sur des expertises pointues (Réseaux Télécom et IT) en mode conseil et assistance technique ou en mode projet (Outsourcing )

Nos consultants accompagnent nos clients pour :
    Développer des systèmes d’information robustes et fiables
   Concevoir des solutions innovantes pour s’aligner avec les évolutions technologiques
   Industrialiser les processus IT
   Adapter les architectures des systèmes aux contraintes techniques et réglementaires
   Piloter les projets IT avec des méthodes intelligentes éprouvées
   Garantir l’efficacité de l’exploitation des données numériques

Notre catalogue d’offre de services :

   Urbanisation et architecture des systèmes d'information
   AMOA /AMOE: expression besoins métiers, rédaction des  spécification fonctionnelles
   Modélisation et réalisation des applications bancaires  des technologies Objet  (Java, J2EE, .net, C++…)
   Paramétrage et développement des progiciels.
   Maintenance corrective et évolutive des Mainframes 
   Support et administration des bases de données";2014;;< 20;Paris, France;ESN;http://www.ositel-group.com;;;;
AIS;"SSII et intégrateur conseil, AIS est un acteur informatique incontournable sur la région Ouest.

Implantés sur l’agglomération nantaise depuis 1985, AIS propose des collaborateurs expérimentés et certifiés pour accompagner les grands comptes et les grandes entreprises dans la réussite de leurs projets informatiques.

Spécialistes des métiers d’ingénierie informatique – conseil en organisation, AMOA/AMOE, infrastructure systèmes et réseaux, exploitation, infogérance, expertise technique, développement applicatif – AIS est également fournisseur de matériels (serveurs, stockage, réseaux) et de logiciels (systèmes, sécurité, collaboration, utilitaires).

Le savoir-faire d’AIS est validé par les éditeurs et constructeurs majeurs du marché à travers des agréments sociétés et les certifications de ses collaborateurs.

AIS est organisé en pôles métier pour répondre aux besoins de ses clients:
• 	Infrastructure : Solution globale depuis l’étude, la conception et la vente de l'infrastructure jusqu'à la mise en production et le support.
• 	Solutions Applicatives : Réalisation de développements sur mesure et Tierce Maintenance Applicative de vos applications.
• 	Exploitation Informatique : Maintien en Condition Opérationnelle d’infrastructures informatiques en équipe dédiée ou mutualisée.
• 	Ingénierie Informatique : Délégation de profils expérimentés et certifiés sur des missions d'ingénierie, de développement, d’AMOA et d’AMOE.

AIS peut se prévaloir de plus de 300 certifications collaborateurs et d’agréments entreprise éditeurs et constructeurs parmi lesquels : 

-	Microsoft GOLD & SILVER
-	Habilitations Microsoft DPS pour délivrer des services de consulting autour des solutions Windows Server, System Center, Hyper-V, Windows 7, Office 2010 et 365, Lync, Exchange et SharePoint
-	Microsoft Academic Education Reseller
-	Microsoft Cloud Essentials (Office 365 & Azure)
-	Microsoft SATV (SoftWare Assurance Training Voucher)
-	Citrix Solution Advisor Silver
-	VMware Entreprise Solution Provider
-	Novell & Suse Advanced Certified End-User computing & Datacenter
-	Symantec SMB Silver
-	Oracle Gold
-	IBM Advanced Business Partner Messaging & Collaboration
-	Veeam Pro Partner
-	HP Silver Serveurs avec compétences Stockage et Services
-	NetApp Silver
-	Dell Preferred Partner
-	IBM Warranty Service Provider
-	Cisco Select
-	Kemp Authorized Partner

Plus d'infos sur: http://www.groupeais.fr/";1985;;100 - 249;Saint-Herblain, Pays de la Loire;ESN;http://www.groupeais.fr/;;;;
